P&ID_number,Type,Symbol_XX,Symbol_YY,Q_id,Question,GT,Cypher
454,Spatial-Count,18,16,7,How many symbols from class 18 are directly connected to symbols from class 16?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 18 
RETURN COUNT(s1)"
454,Spatial-Count,21,16,1,How many symbols with class 21 are linked directly to symbols with class 16?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 21 
RETURN COUNT(s1)"
454,Spatial-Count,21,25,3,What is the count of symbols with class 21 that have direct connections to symbols with class 25?,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 21 
RETURN COUNT(s1)"
454,Spatial-Count,1,21,15,Count the symbols categorized as class 1 that have direct connections to symbols categorized as class 21,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 1 
RETURN COUNT(s1)"
454,Spatial-Count,25,23,6,What is the number of symbols with class 25 that have direct connections to symbols with class 23?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 25 
RETURN COUNT(s1)"
454,Spatial-Count,11,5,18,"Count the symbols that are directly linked to symbols of class 5, with 11",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 11 
RETURN COUNT(s1)"
454,Spatial-Count,21,7,10,What is the total count of symbols classified as 21 are directly connected to symbols of 7?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 7 AND s1.class = 21 
RETURN COUNT(s1)"
454,Spatial-Count,17,23,2,Can you count the symbols belonging to class 17 that are directly connected to symbols of class 23?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 17 
RETURN COUNT(s1)"
454,Spatial-Count,7,21,20,What is the total count of symbols with class 7 that are directly connected to symbols with class 21?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 7 
RETURN COUNT(s1)"
454,Spatial-Count,25,21,12,Count the number of 25 symbols that are directly connected to 21 symbols,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 25 
RETURN COUNT(s1)"
454,Spatial-Count,13,16,8,Count the symbols with class 13 that are directly linked to symbols with class 16,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 13 
RETURN COUNT(s1)"
454,Spatial-Count,21,25,4,How many symbols categorized as class 21 are directly linked to symbols categorized as class 25?,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 21 
RETURN COUNT(s1)"
454,Spatial-Count,8,8,10,What is the total count of symbols classified as 8 are directly connected to symbols of 8?,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 8 
RETURN COUNT(s1)"
454,Spatial-Count,11,4,7,How many symbols from class 11 are directly connected to symbols from class 4?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 11 
RETURN COUNT(s1)"
454,Spatial-Count,21,16,3,What is the count of symbols with class 21 that have direct connections to symbols with class 16?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 21 
RETURN COUNT(s1)"
454,Spatial-Count,21,1,6,What is the number of symbols with class 21 that have direct connections to symbols with class 1?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 21 
RETURN COUNT(s1)"
454,Spatial-Count,26,29,18,"Count the symbols that are directly linked to symbols of class 29, with 26",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 26 
RETURN COUNT(s1)"
454,Spatial-Count,28,24,4,How many symbols categorized as class 28 are directly linked to symbols categorized as class 24?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 28 
RETURN COUNT(s1)"
454,Spatial-Count,9,14,11,How many symbols of 9 have direct connections to symbols of 14?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 9 
RETURN COUNT(s1)"
454,Spatial-Count,8,27,11,How many symbols of 8 have direct connections to symbols of 27?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 8 
RETURN COUNT(s1)"
454,Spatial-Count,20,3,12,Count the number of 20 symbols that are directly connected to 3 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 3 AND s1.class = 20 
RETURN COUNT(s1)"
454,Spatial-Count,4,31,16,What is the count of 4 symbols directly linked to 31?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 4 
RETURN COUNT(s1)"
454,Spatial-Count,2,28,5,Count the symbols of class 2 that are directly connected to symbols of class 28,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 2 
RETURN COUNT(s1)"
454,Spatial-Count,19,14,18,"Count the symbols that are directly linked to symbols of class 14, with 19",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 19 
RETURN COUNT(s1)"
454,Spatial-Count,13,22,3,What is the count of symbols with class 13 that have direct connections to symbols with class 22?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 22 AND s1.class = 13 
RETURN COUNT(s1)"
454,Spatial-Count,4,30,14,How many symbols fall under class 4 and are directly connected to symbols under class 30?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 4 
RETURN COUNT(s1)"
454,Spatial-Count,21,21,4,How many symbols categorized as class 21 are directly linked to symbols categorized as class 21?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 21 
RETURN COUNT(s1)"
454,Spatial-Count,20,13,19,Can you tell me how many symbols of class 20 have direct connections to symbols of class 13?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 13 AND s1.class = 20 
RETURN COUNT(s1)"
454,Spatial-Count,24,16,16,What is the count of 24 symbols directly linked to 16?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 24 
RETURN COUNT(s1)"
454,Spatial-Count,8,18,19,Can you tell me how many symbols of class 8 have direct connections to symbols of class 18?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 8 
RETURN COUNT(s1)"
454,Spatial-Count,12,18,11,How many symbols of 12 have direct connections to symbols of 18?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 12 
RETURN COUNT(s1)"
454,Spatial-Count,27,31,9,Can you tell me how many symbols of class 27 are directly connected to symbols of class 31?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 27 
RETURN COUNT(s1)"
455,Spatial-Count,11,18,3,What is the count of symbols with class 11 that have direct connections to symbols with class 18?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 11 
RETURN COUNT(s1)"
455,Spatial-Count,17,11,16,What is the count of 17 symbols directly linked to 11?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 17 
RETURN COUNT(s1)"
455,Spatial-Count,11,29,20,What is the total count of symbols with class 11 that are directly connected to symbols with class 29?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 11 
RETURN COUNT(s1)"
455,Spatial-Count,16,2,19,Can you tell me how many symbols of class 16 have direct connections to symbols of class 2?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 16 
RETURN COUNT(s1)"
455,Spatial-Count,28,15,6,What is the number of symbols with class 28 that have direct connections to symbols with class 15?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 15 AND s1.class = 28 
RETURN COUNT(s1)"
455,Spatial-Count,25,25,5,Count the symbols of class 25 that are directly connected to symbols of class 25,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 25 
RETURN COUNT(s1)"
455,Spatial-Count,29,11,9,Can you tell me how many symbols of class 29 are directly connected to symbols of class 11?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 29 
RETURN COUNT(s1)"
455,Spatial-Count,9,32,19,Can you tell me how many symbols of class 9 have direct connections to symbols of class 32?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 32 AND s1.class = 9 
RETURN COUNT(s1)"
455,Spatial-Count,24,20,3,What is the count of symbols with class 24 that have direct connections to symbols with class 20?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 24 
RETURN COUNT(s1)"
455,Spatial-Count,22,11,12,Count the number of 22 symbols that are directly connected to 11 symbols,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 22 
RETURN COUNT(s1)"
455,Spatial-Count,14,9,14,How many symbols fall under class 14 and are directly connected to symbols under class 9?,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 14 
RETURN COUNT(s1)"
455,Spatial-Count,9,32,11,How many symbols of 9 have direct connections to symbols of 32?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 32 AND s1.class = 9 
RETURN COUNT(s1)"
455,Spatial-Count,4,31,16,What is the count of 4 symbols directly linked to 31?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 4 
RETURN COUNT(s1)"
455,Spatial-Count,4,14,20,What is the total count of symbols with class 4 that are directly connected to symbols with class 14?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 4 
RETURN COUNT(s1)"
455,Spatial-Count,32,5,16,What is the count of 32 symbols directly linked to 5?,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 5 AND s1.class = 32 
RETURN COUNT(s1)"
455,Spatial-Count,9,14,10,What is the total count of symbols classified as 9 are directly connected to symbols of 14?,2,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 14 AND s1.class = 9 
RETURN COUNT(s1)"
455,Spatial-Count,17,17,20,What is the total count of symbols with class 17 that are directly connected to symbols with class 17?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 17 
RETURN COUNT(s1)"
455,Spatial-Count,6,26,11,How many symbols of 6 have direct connections to symbols of 26?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 6 
RETURN COUNT(s1)"
455,Spatial-Count,19,19,14,How many symbols fall under class 19 and are directly connected to symbols under class 19?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 19 
RETURN COUNT(s1)"
455,Spatial-Count,10,2,12,Count the number of 10 symbols that are directly connected to 2 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 10 
RETURN COUNT(s1)"
455,Spatial-Count,30,8,7,How many symbols from class 30 are directly connected to symbols from class 8?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 30 
RETURN COUNT(s1)"
455,Spatial-Count,10,6,1,How many symbols with class 10 are linked directly to symbols with class 6?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 10 
RETURN COUNT(s1)"
455,Spatial-Count,26,27,5,Count the symbols of class 26 that are directly connected to symbols of class 27,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 26 
RETURN COUNT(s1)"
455,Spatial-Count,26,17,5,Count the symbols of class 26 that are directly connected to symbols of class 17,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 17 AND s1.class = 26 
RETURN COUNT(s1)"
455,Spatial-Count,7,30,11,How many symbols of 7 have direct connections to symbols of 30?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 7 
RETURN COUNT(s1)"
455,Spatial-Count,1,25,7,How many symbols from class 1 are directly connected to symbols from class 25?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 1 
RETURN COUNT(s1)"
455,Spatial-Count,26,3,4,How many symbols categorized as class 26 are directly linked to symbols categorized as class 3?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 3 AND s1.class = 26 
RETURN COUNT(s1)"
455,Spatial-Count,27,9,1,How many symbols with class 27 are linked directly to symbols with class 9?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 27 
RETURN COUNT(s1)"
455,Spatial-Count,7,19,17,"How many symbols are directly connected to symbols of class 19, given that they belong to class 7?",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 7 
RETURN COUNT(s1)"
455,Spatial-Count,12,20,12,Count the number of 12 symbols that are directly connected to 20 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 12 
RETURN COUNT(s1)"
455,Spatial-Count,25,28,18,"Count the symbols that are directly linked to symbols of class 28, with 25",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 28 AND s1.class = 25 
RETURN COUNT(s1)"
455,Spatial-Count,7,23,4,How many symbols categorized as class 7 are directly linked to symbols categorized as class 23?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 23 AND s1.class = 7 
RETURN COUNT(s1)"
456,Spatial-Count,6,6,5,Count the symbols of class 6 that are directly connected to symbols of class 6,3,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 6 
RETURN COUNT(s1)"
456,Spatial-Count,4,22,17,"How many symbols are directly connected to symbols of class 22, given that they belong to class 4?",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 22 AND s1.class = 4 
RETURN COUNT(s1)"
456,Spatial-Count,4,22,9,Can you tell me how many symbols of class 4 are directly connected to symbols of class 22?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 22 AND s1.class = 4 
RETURN COUNT(s1)"
456,Spatial-Count,31,8,5,Count the symbols of class 31 that are directly connected to symbols of class 8,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 31 
RETURN COUNT(s1)"
456,Spatial-Count,11,13,20,What is the total count of symbols with class 11 that are directly connected to symbols with class 13?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 13 AND s1.class = 11 
RETURN COUNT(s1)"
456,Spatial-Count,10,6,11,How many symbols of 10 have direct connections to symbols of 6?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 10 
RETURN COUNT(s1)"
456,Spatial-Count,13,11,3,What is the count of symbols with class 13 that have direct connections to symbols with class 11?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 13 
RETURN COUNT(s1)"
456,Spatial-Count,23,30,15,Count the symbols categorized as class 23 that have direct connections to symbols categorized as class 30,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 23 
RETURN COUNT(s1)"
456,Spatial-Count,11,2,4,How many symbols categorized as class 11 are directly linked to symbols categorized as class 2?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 11 
RETURN COUNT(s1)"
456,Spatial-Count,30,19,8,Count the symbols with class 30 that are directly linked to symbols with class 19,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 19 AND s1.class = 30 
RETURN COUNT(s1)"
456,Spatial-Count,13,11,18,"Count the symbols that are directly linked to symbols of class 11, with 13",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 13 
RETURN COUNT(s1)"
456,Spatial-Count,23,25,3,What is the count of symbols with class 23 that have direct connections to symbols with class 25?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 23 
RETURN COUNT(s1)"
456,Spatial-Count,23,30,13,What is the number of  23 and 30 symbols' direct connections?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 23 
RETURN COUNT(s1)"
456,Spatial-Count,16,21,6,What is the number of symbols with class 16 that have direct connections to symbols with class 21?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 16 
RETURN COUNT(s1)"
456,Spatial-Count,2,8,17,"How many symbols are directly connected to symbols of class 8, given that they belong to class 2?",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 8 AND s1.class = 2 
RETURN COUNT(s1)"
456,Spatial-Count,22,4,20,What is the total count of symbols with class 22 that are directly connected to symbols with class 4?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 22 
RETURN COUNT(s1)"
456,Spatial-Count,6,27,7,How many symbols from class 6 are directly connected to symbols from class 27?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 6 
RETURN COUNT(s1)"
456,Spatial-Count,15,2,18,"Count the symbols that are directly linked to symbols of class 2, with 15",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 15 
RETURN COUNT(s1)"
456,Spatial-Count,18,27,12,Count the number of 18 symbols that are directly connected to 27 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 27 AND s1.class = 18 
RETURN COUNT(s1)"
456,Spatial-Count,16,9,3,What is the count of symbols with class 16 that have direct connections to symbols with class 9?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 9 AND s1.class = 16 
RETURN COUNT(s1)"
456,Spatial-Count,3,10,7,How many symbols from class 3 are directly connected to symbols from class 10?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 10 AND s1.class = 3 
RETURN COUNT(s1)"
456,Spatial-Count,4,2,1,How many symbols with class 4 are linked directly to symbols with class 2?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 4 
RETURN COUNT(s1)"
456,Spatial-Count,5,2,12,Count the number of 5 symbols that are directly connected to 2 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 5 
RETURN COUNT(s1)"
456,Spatial-Count,32,25,10,What is the total count of symbols classified as 32 are directly connected to symbols of 25?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 25 AND s1.class = 32 
RETURN COUNT(s1)"
456,Spatial-Count,5,11,6,What is the number of symbols with class 5 that have direct connections to symbols with class 11?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 5 
RETURN COUNT(s1)"
456,Spatial-Count,8,6,16,What is the count of 8 symbols directly linked to 6?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 8 
RETURN COUNT(s1)"
456,Spatial-Count,16,18,10,What is the total count of symbols classified as 16 are directly connected to symbols of 18?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 18 AND s1.class = 16 
RETURN COUNT(s1)"
456,Spatial-Count,18,4,3,What is the count of symbols with class 18 that have direct connections to symbols with class 4?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 18 
RETURN COUNT(s1)"
456,Spatial-Count,32,11,15,Count the symbols categorized as class 32 that have direct connections to symbols categorized as class 11,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 11 AND s1.class = 32 
RETURN COUNT(s1)"
456,Spatial-Count,21,31,17,"How many symbols are directly connected to symbols of class 31, given that they belong to class 21?",0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 21 
RETURN COUNT(s1)"
456,Spatial-Count,10,24,2,Can you count the symbols belonging to class 10 that are directly connected to symbols of class 24?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 10 
RETURN COUNT(s1)"
456,Spatial-Count,21,4,2,Can you count the symbols belonging to class 21 that are directly connected to symbols of class 4?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 21 
RETURN COUNT(s1)"
457,Spatial-Count,19,6,18,"Count the symbols that are directly linked to symbols of class 6, with 19",1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 6 AND s1.class = 19 
RETURN COUNT(s1)"
457,Spatial-Count,26,20,12,Count the number of 26 symbols that are directly connected to 20 symbols,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 20 AND s1.class = 26 
RETURN COUNT(s1)"
457,Spatial-Count,7,4,11,How many symbols of 7 have direct connections to symbols of 4?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 7 
RETURN COUNT(s1)"
457,Spatial-Count,11,31,16,What is the count of 11 symbols directly linked to 31?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 11 
RETURN COUNT(s1)"
457,Spatial-Count,7,4,16,What is the count of 7 symbols directly linked to 4?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 7 
RETURN COUNT(s1)"
457,Spatial-Count,6,4,4,How many symbols categorized as class 6 are directly linked to symbols categorized as class 4?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 4 AND s1.class = 6 
RETURN COUNT(s1)"
457,Spatial-Count,16,2,15,Count the symbols categorized as class 16 that have direct connections to symbols categorized as class 2,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 2 AND s1.class = 16 
RETURN COUNT(s1)"
457,Spatial-Count,6,1,8,Count the symbols with class 6 that are directly linked to symbols with class 1,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 6 
RETURN COUNT(s1)"
457,Spatial-Count,32,24,14,How many symbols fall under class 32 and are directly connected to symbols under class 24?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 24 AND s1.class = 32 
RETURN COUNT(s1)"
457,Spatial-Count,12,21,10,What is the total count of symbols classified as 12 are directly connected to symbols of 21?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 12 
RETURN COUNT(s1)"
457,Spatial-Count,4,1,8,Count the symbols with class 4 that are directly linked to symbols with class 1,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 4 
RETURN COUNT(s1)"
457,Spatial-Count,4,26,19,Can you tell me how many symbols of class 4 have direct connections to symbols of class 26?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 4 
RETURN COUNT(s1)"
457,Spatial-Count,8,29,7,How many symbols from class 8 are directly connected to symbols from class 29?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 29 AND s1.class = 8 
RETURN COUNT(s1)"
457,Spatial-Count,4,26,6,What is the number of symbols with class 4 that have direct connections to symbols with class 26?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 26 AND s1.class = 4 
RETURN COUNT(s1)"
457,Spatial-Count,2,16,12,Count the number of 2 symbols that are directly connected to 16 symbols,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 16 AND s1.class = 2 
RETURN COUNT(s1)"
457,Spatial-Count,6,1,2,Can you count the symbols belonging to class 6 that are directly connected to symbols of class 1?,1,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 1 AND s1.class = 6 
RETURN COUNT(s1)"
457,Spatial-Count,23,21,4,How many symbols categorized as class 23 are directly linked to symbols categorized as class 21?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 21 AND s1.class = 23 
RETURN COUNT(s1)"
457,Spatial-Count,7,31,12,Count the number of 7 symbols that are directly connected to 31 symbols,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 31 AND s1.class = 7 
RETURN COUNT(s1)"
457,Spatial-Count,22,30,20,What is the total count of symbols with class 22 that are directly connected to symbols with class 30?,0,"MATCH (s1:Symbol)-[:CONNECTED_TO]-(s2:Symbol) 
WHERE s2.class = 30 AND s1.class = 22 
RETURN COUNT(s1)"
