P&ID_number,Type,Symbol_Class,Prefix,Q_id,Question,GT,Cypher
367,Value-Based,1,AB,9,"Given the start of tag AB, find all the tags of class 1  that satisifies the condition","['AB-66527', 'AB-27989', 'AB-41634', 'AB-94397', 'AB-04039', 'AB-60966', 'AB-31646']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
367,Value-Based,15,DV,20,Enlist all class 15 symbols where the tag prefix matches DV,"['DV-05913', 'DV-92719', 'DV-81690', 'DV-03746', 'DV-69019', 'DV-66488', 'DV-57191']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
367,Value-Based,27,RO,4,List all tag for symbols classified as 27 that have RO in the start,"['RO-10 660', 'RO-10 340', 'RO-10 489', 'RO-10 387', 'RO-10 765']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
367,Value-Based,25,ERV,13,Find all tags of 25 symbols that begin with ERV,"['ERV-5-83', 'ERV-4-49', 'ERV-8-18', 'ERV-7-71', 'ERV-1-88']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
367,Value-Based,4,GH,2,Provide list of all class 4 symbols tags which begins with GH,"['GH-98860', 'GH-64915', 'GH-37678', 'GH-39592', 'GH-52362', 'GH-51238', 'GH-38126', 'GH-55997']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
367,Value-Based,23,INS,17,Return all tags for symbols of class 23 with tags beginning with INS,"['INS ( -12°C )', 'INS ( -22°C )']","MATCH (s:Symbol) 
WHERE s.class = 23 AND s.tag STARTS WITH INS 
RETURN s.tag"
367,Value-Based,16,RV,18,Can you list all the tags of class 16 symbols where tags start with RV?,"['RV-78741', 'RV-89805', 'RV-40214', 'RV-58802']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
367,Value-Based,4,GH,16,Enlist all the tags of class 4 symbols with GH as starting in their tags?,"['GH-98860', 'GH-64915', 'GH-37678', 'GH-39592', 'GH-52362', 'GH-51238', 'GH-38126', 'GH-55997']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
367,Value-Based,26,GRI,13,Find all tags of 26 symbols that begin with GRI,,"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GRI 
RETURN s.tag"
368,Value-Based,26,GRI,5,Enumerate tags for 26 symbols that starts with GRI as prefix?,['GRI 327'],"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GRI 
RETURN s.tag"
368,Value-Based,8,OP,9,"Given the start of tag OP, find all the tags of class 8  that satisifies the condition","['OP-06570', 'OP-22820', 'OP-43860']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
368,Value-Based,26,GLR,1,Can you give me a list of class 26 symbols' tags that starts with GLR?,,"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GLR 
RETURN s.tag"
368,Value-Based,1,AB,14,Can you extract all tags from class 1 symbols having AB in the start?,"['AB-71722', 'AB-58672', 'AB-70835', 'AB-55640', 'AB-53484']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
368,Value-Based,10,ST,9,"Given the start of tag ST, find all the tags of class 10  that satisifies the condition","['ST-01681', 'ST-57379', 'ST-08061']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
368,Value-Based,14,CV,8,What are the class 14 symbols with tags starting from CV?,"['CV-25985', 'CV-79953', 'CV-39447', 'CV-09684', 'CV-22124', 'CV-97504', 'CV-61371', 'CV-34635', 'CV-30917', 'CV-19190']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
368,Value-Based,10,ST,4,List all tag for symbols classified as 10 that have ST in the start,"['ST-01681', 'ST-57379', 'ST-08061']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
368,Value-Based,30,STA,17,Return all tags for symbols of class 30 with tags beginning with STA,['STA'],"MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
368,Value-Based,25,ERV,2,Provide list of all class 25 symbols tags which begins with ERV,"['ERV-5-38', 'ERV-4-38', 'ERV-6-92', 'ERV-3-80', 'ERV-6-61', 'ERV-9-91', 'ERV-0-27']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
368,Value-Based,3,EF,9,"Given the start of tag EF, find all the tags of class 3  that satisifies the condition","['EF-28460', 'EF-59201', 'EF-57076']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
368,Value-Based,9,QR,10,Can you return a list of class 9 symbols tags beginning with QR?,"['QR-62981', 'QR-49491']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
368,Value-Based,27,RO,10,Can you return a list of class 27 symbols tags beginning with RO?,"['RO-10 320', 'RO-10 200', 'RO-10 508', 'RO-10 635', 'RO-10 325', 'RO-10 635', 'RO-10 828', 'RO-10 152']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
368,Value-Based,8,OP,7,Fetch all class 8 symbols tags that is prefix with OP,"['OP-06570', 'OP-22820', 'OP-43860']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
368,Value-Based,2,CD,3,Enlist all class 2 symbols tags that start with CD?,"['CD-34237', 'CD-54039', 'CD-43663', 'CD-94154', 'CD-60456', 'CD-85394', 'CD-22331', 'CD-04804', 'CD-48934', 'CD-50850']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
368,Value-Based,30,STA,17,Return all tags for symbols of class 30 with tags beginning with STA,['STA'],"MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
368,Value-Based,3,EF,2,Provide list of all class 3 symbols tags which begins with EF,"['EF-28460', 'EF-59201', 'EF-57076']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
368,Value-Based,9,QR,4,List all tag for symbols classified as 9 that have QR in the start,"['QR-62981', 'QR-49491']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
368,Value-Based,22,CS,12,Which tags of class 22 starts with CS?,"['CS-49', 'CS-58', 'CS-93']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
368,Value-Based,2,CD,17,Return all tags for symbols of class 2 with tags beginning with CD,"['CD-34237', 'CD-54039', 'CD-43663', 'CD-94154', 'CD-60456', 'CD-85394', 'CD-22331', 'CD-04804', 'CD-48934', 'CD-50850']","MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
368,Value-Based,6,KL,7,Fetch all class 6 symbols tags that is prefix with KL,"['KL-11623', 'KL-94684', 'KL-19728', 'KL-42427', 'KL-08930', 'KL-78965', 'KL-49867']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
368,Value-Based,13,AV,8,What are the class 13 symbols with tags starting from AV?,"['AV-28480', 'AV-79159', 'AV-58624', 'AV-82634', 'AV-75471']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
368,Value-Based,9,QR,7,Fetch all class 9 symbols tags that is prefix with QR,"['QR-62981', 'QR-49491']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
368,Value-Based,15,DV,4,List all tag for symbols classified as 15 that have DV in the start,"['DV-80077', 'DV-97925', 'DV-07935', 'DV-76761']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
368,Value-Based,8,OP,3,Enlist all class 8 symbols tags that start with OP?,"['OP-06570', 'OP-22820', 'OP-43860']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
368,Value-Based,10,ST,20,Enlist all class 10 symbols where the tag prefix matches ST,"['ST-01681', 'ST-57379', 'ST-08061']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
368,Value-Based,23,INS,11,Provide the list of 23 symbols' tags having INS in the beginning,"['INS ( -22°C )', 'INS ( 15°C )', 'INS ( 20°C )', 'INS ( 59°C )', 'INS ( -53°C )', 'INS ( -45°C )', 'INS ( 48°C )', 'INS ( -14°C )', 'INS ( -51°C )', 'INS ( -13°C )']","MATCH (s:Symbol) 
WHERE s.class = 23 AND s.tag STARTS WITH INS 
RETURN s.tag"
368,Value-Based,6,KL,19,Give me a list of tags belonging to class 6 symbols that start with KL,"['KL-11623', 'KL-94684', 'KL-19728', 'KL-42427', 'KL-08930', 'KL-78965', 'KL-49867']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
368,Value-Based,10,ST,10,Can you return a list of class 10 symbols tags beginning with ST?,"['ST-01681', 'ST-57379', 'ST-08061']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
368,Value-Based,16,RV,10,Can you return a list of class 16 symbols tags beginning with RV?,"['RV-24813', 'RV-01989', 'RV-14584', 'RV-51687', 'RV-70738']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
368,Value-Based,30,STA,11,Provide the list of 30 symbols' tags having STA in the beginning,['STA'],"MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
368,Value-Based,30,STA,5,Enumerate tags for 30 symbols that starts with STA as prefix?,['STA'],"MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
368,Value-Based,1,AB,11,Provide the list of 1 symbols' tags having AB in the beginning,"['AB-71722', 'AB-58672', 'AB-70835', 'AB-55640', 'AB-53484']","MATCH (s:Symbol) 
WHERE s.class = 1 AND s.tag STARTS WITH AB 
RETURN s.tag"
369,Value-Based,3,EF,8,What are the class 3 symbols with tags starting from EF?,"['EF-09250', 'EF-57705', 'EF-30487']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
369,Value-Based,23,INS,15,List the tags for 23 symbols whose tags start from INS,"['INS ( 43°C )', 'INS ( -54°C )', 'INS ( 39°C )', 'INS ( -58°C )', 'INS ( 52°C )', 'INS ( 34°C )']","MATCH (s:Symbol) 
WHERE s.class = 23 AND s.tag STARTS WITH INS 
RETURN s.tag"
369,Value-Based,13,AV,4,List all tag for symbols classified as 13 that have AV in the start,"['AV-39551', 'AV-25549', 'AV-54434', 'AV-40013']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
369,Value-Based,9,QR,12,Which tags of class 9 starts with QR?,"['QR-28923', 'QR-73267', 'QR-55727', 'QR-56173', 'QR-54847', 'QR-77618', 'QR-68089', 'QR-82912', 'QR-12848', 'QR-53391']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
369,Value-Based,26,GLR,18,Can you list all the tags of class 26 symbols where tags start with GLR?,"['GLR 263', 'GLR 296']","MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GLR 
RETURN s.tag"
369,Value-Based,9,QR,7,Fetch all class 9 symbols tags that is prefix with QR,"['QR-28923', 'QR-73267', 'QR-55727', 'QR-56173', 'QR-54847', 'QR-77618', 'QR-68089', 'QR-82912', 'QR-12848', 'QR-53391']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
369,Value-Based,30,STA,17,Return all tags for symbols of class 30 with tags beginning with STA,"['STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
369,Value-Based,7,MN,9,"Given the start of tag MN, find all the tags of class 7  that satisifies the condition","['MN-10252', 'MN-79858', 'MN-27595', 'MN-52469']","MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
369,Value-Based,7,MN,13,Find all tags of 7 symbols that begin with MN,"['MN-10252', 'MN-79858', 'MN-27595', 'MN-52469']","MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
369,Value-Based,9,QR,12,Which tags of class 9 starts with QR?,"['QR-28923', 'QR-73267', 'QR-55727', 'QR-56173', 'QR-54847', 'QR-77618', 'QR-68089', 'QR-82912', 'QR-12848', 'QR-53391']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
369,Value-Based,10,ST,13,Find all tags of 10 symbols that begin with ST,"['ST-43387', 'ST-83866', 'ST-53004', 'ST-00351', 'ST-33270', 'ST-76671', 'ST-36976', 'ST-41087']","MATCH (s:Symbol) 
WHERE s.class = 10 AND s.tag STARTS WITH ST 
RETURN s.tag"
369,Value-Based,23,INS,9,"Given the start of tag INS, find all the tags of class 23  that satisifies the condition","['INS ( 43°C )', 'INS ( -54°C )', 'INS ( 39°C )', 'INS ( -58°C )', 'INS ( 52°C )', 'INS ( 34°C )']","MATCH (s:Symbol) 
WHERE s.class = 23 AND s.tag STARTS WITH INS 
RETURN s.tag"
369,Value-Based,16,RV,12,Which tags of class 16 starts with RV?,"['RV-02153', 'RV-38486', 'RV-83726', 'RV-65407']","MATCH (s:Symbol) 
WHERE s.class = 16 AND s.tag STARTS WITH RV 
RETURN s.tag"
369,Value-Based,28,SDL,1,Can you give me a list of class 28 symbols' tags that starts with SDL?,"['SDL 733', 'SDL 756', 'SDL 676', 'SDL 175']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
369,Value-Based,15,DV,8,What are the class 15 symbols with tags starting from DV?,"['DV-41452', 'DV-55382', 'DV-83688', 'DV-90009']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
369,Value-Based,27,RO,19,Give me a list of tags belonging to class 27 symbols that start with RO,"['RO-10 759', 'RO-10 484', 'RO-10 322', 'RO-10 447', 'RO-10 675', 'RO-10 269', 'RO-10 761']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
369,Value-Based,7,MN,11,Provide the list of 7 symbols' tags having MN in the beginning,"['MN-10252', 'MN-79858', 'MN-27595', 'MN-52469']","MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
369,Value-Based,3,EF,13,Find all tags of 3 symbols that begin with EF,"['EF-09250', 'EF-57705', 'EF-30487']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
369,Value-Based,25,ERV,3,Enlist all class 25 symbols tags that start with ERV?,"['ERV-4-83', 'ERV-2-23', 'ERV-3-87', 'ERV-9-27', 'ERV-8-89']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
369,Value-Based,3,EF,1,Can you give me a list of class 3 symbols' tags that starts with EF?,"['EF-09250', 'EF-57705', 'EF-30487']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
369,Value-Based,15,DV,13,Find all tags of 15 symbols that begin with DV,"['DV-41452', 'DV-55382', 'DV-83688', 'DV-90009']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
369,Value-Based,15,DV,6,Give me the class 15 symbols' tags that begin with DV,"['DV-41452', 'DV-55382', 'DV-83688', 'DV-90009']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
369,Value-Based,26,GLR,8,What are the class 26 symbols with tags starting from GLR?,"['GLR 263', 'GLR 296']","MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GLR 
RETURN s.tag"
369,Value-Based,28,SDL,2,Provide list of all class 28 symbols tags which begins with SDL,"['SDL 733', 'SDL 756', 'SDL 676', 'SDL 175']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
369,Value-Based,9,QR,13,Find all tags of 9 symbols that begin with QR,"['QR-28923', 'QR-73267', 'QR-55727', 'QR-56173', 'QR-54847', 'QR-77618', 'QR-68089', 'QR-82912', 'QR-12848', 'QR-53391']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
369,Value-Based,27,RO,9,"Given the start of tag RO, find all the tags of class 27  that satisifies the condition","['RO-10 759', 'RO-10 484', 'RO-10 322', 'RO-10 447', 'RO-10 675', 'RO-10 269', 'RO-10 761']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
369,Value-Based,23,INS,12,Which tags of class 23 starts with INS?,"['INS ( 43°C )', 'INS ( -54°C )', 'INS ( 39°C )', 'INS ( -58°C )', 'INS ( 52°C )', 'INS ( 34°C )']","MATCH (s:Symbol) 
WHERE s.class = 23 AND s.tag STARTS WITH INS 
RETURN s.tag"
369,Value-Based,4,GH,20,Enlist all class 4 symbols where the tag prefix matches GH,"['GH-17652', 'GH-00602']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
369,Value-Based,12,WX,10,Can you return a list of class 12 symbols tags beginning with WX?,"['WX-81134', 'WX-75493', 'WX-91202', 'WX-13127', 'WX-24801']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
369,Value-Based,3,EF,5,Enumerate tags for 3 symbols that starts with EF as prefix?,"['EF-09250', 'EF-57705', 'EF-30487']","MATCH (s:Symbol) 
WHERE s.class = 3 AND s.tag STARTS WITH EF 
RETURN s.tag"
369,Value-Based,4,GH,19,Give me a list of tags belonging to class 4 symbols that start with GH,"['GH-17652', 'GH-00602']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
369,Value-Based,27,RO,5,Enumerate tags for 27 symbols that starts with RO as prefix?,"['RO-10 759', 'RO-10 484', 'RO-10 322', 'RO-10 447', 'RO-10 675', 'RO-10 269', 'RO-10 761']","MATCH (s:Symbol) 
WHERE s.class = 27 AND s.tag STARTS WITH RO 
RETURN s.tag"
370,Value-Based,9,QR,12,Which tags of class 9 starts with QR?,"['QR-54358', 'QR-38726']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
370,Value-Based,14,CV,13,Find all tags of 14 symbols that begin with CV,"['CV-18872', 'CV-41850', 'CV-16813']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
370,Value-Based,28,SDL,2,Provide list of all class 28 symbols tags which begins with SDL,"['SDL 529', 'SDL 909']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
370,Value-Based,25,ERV,8,What are the class 25 symbols with tags starting from ERV?,"['ERV-5-38', 'ERV-5-22', 'ERV-5-42', 'ERV-7-04']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
370,Value-Based,15,DV,19,Give me a list of tags belonging to class 15 symbols that start with DV,"['DV-06765', 'DV-08762', 'DV-55523']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
370,Value-Based,28,SDL,16,Enlist all the tags of class 28 symbols with SDL as starting in their tags?,"['SDL 529', 'SDL 909']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
370,Value-Based,28,SDL,17,Return all tags for symbols of class 28 with tags beginning with SDL,"['SDL 529', 'SDL 909']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
370,Value-Based,25,ERV,4,List all tag for symbols classified as 25 that have ERV in the start,"['ERV-5-38', 'ERV-5-22', 'ERV-5-42', 'ERV-7-04']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
370,Value-Based,2,CD,17,Return all tags for symbols of class 2 with tags beginning with CD,['CD-33168'],"MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
370,Value-Based,5,IJ,12,Which tags of class 5 starts with IJ?,"['IJ-70584', 'IJ-22821']","MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
370,Value-Based,15,DV,2,Provide list of all class 15 symbols tags which begins with DV,"['DV-06765', 'DV-08762', 'DV-55523']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
370,Value-Based,8,OP,12,Which tags of class 8 starts with OP?,"['OP-18905', 'OP-95146', 'OP-82518', 'OP-62602']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
370,Value-Based,6,KL,2,Provide list of all class 6 symbols tags which begins with KL,"['KL-90725', 'KL-22583', 'KL-27975', 'KL-61851']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
370,Value-Based,28,SDL,8,What are the class 28 symbols with tags starting from SDL?,"['SDL 529', 'SDL 909']","MATCH (s:Symbol) 
WHERE s.class = 28 AND s.tag STARTS WITH SDL 
RETURN s.tag"
370,Value-Based,29,DDL,3,Enlist all class 29 symbols tags that start with DDL?,"['DDL 211', 'DDL 818', 'DDL 768', 'DDL 873', 'DDL 502', 'DDL 817']","MATCH (s:Symbol) 
WHERE s.class = 29 AND s.tag STARTS WITH DDL 
RETURN s.tag"
370,Value-Based,13,AV,7,Fetch all class 13 symbols tags that is prefix with AV,"['AV-98689', 'AV-94041', 'AV-90393']","MATCH (s:Symbol) 
WHERE s.class = 13 AND s.tag STARTS WITH AV 
RETURN s.tag"
370,Value-Based,15,DV,20,Enlist all class 15 symbols where the tag prefix matches DV,"['DV-06765', 'DV-08762', 'DV-55523']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
370,Value-Based,7,MN,3,Enlist all class 7 symbols tags that start with MN?,"['MN-35433', 'MN-97205', 'MN-34547', 'MN-56567', 'MN-85357', 'MN-51653', 'MN-44912']","MATCH (s:Symbol) 
WHERE s.class = 7 AND s.tag STARTS WITH MN 
RETURN s.tag"
370,Value-Based,6,KL,15,List the tags for 6 symbols whose tags start from KL,"['KL-90725', 'KL-22583', 'KL-27975', 'KL-61851']","MATCH (s:Symbol) 
WHERE s.class = 6 AND s.tag STARTS WITH KL 
RETURN s.tag"
370,Value-Based,9,QR,9,"Given the start of tag QR, find all the tags of class 9  that satisifies the condition","['QR-54358', 'QR-38726']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
370,Value-Based,12,WX,2,Provide list of all class 12 symbols tags which begins with WX,"['WX-51315', 'WX-77438', 'WX-27232']","MATCH (s:Symbol) 
WHERE s.class = 12 AND s.tag STARTS WITH WX 
RETURN s.tag"
370,Value-Based,23,INS,12,Which tags of class 23 starts with INS?,"['INS ( -56°C )', 'INS ( -41°C )']","MATCH (s:Symbol) 
WHERE s.class = 23 AND s.tag STARTS WITH INS 
RETURN s.tag"
370,Value-Based,5,IJ,13,Find all tags of 5 symbols that begin with IJ,"['IJ-70584', 'IJ-22821']","MATCH (s:Symbol) 
WHERE s.class = 5 AND s.tag STARTS WITH IJ 
RETURN s.tag"
370,Value-Based,2,CD,10,Can you return a list of class 2 symbols tags beginning with CD?,['CD-33168'],"MATCH (s:Symbol) 
WHERE s.class = 2 AND s.tag STARTS WITH CD 
RETURN s.tag"
370,Value-Based,8,OP,12,Which tags of class 8 starts with OP?,"['OP-18905', 'OP-95146', 'OP-82518', 'OP-62602']","MATCH (s:Symbol) 
WHERE s.class = 8 AND s.tag STARTS WITH OP 
RETURN s.tag"
370,Value-Based,23,INS,18,Can you list all the tags of class 23 symbols where tags start with INS?,"['INS ( -56°C )', 'INS ( -41°C )']","MATCH (s:Symbol) 
WHERE s.class = 23 AND s.tag STARTS WITH INS 
RETURN s.tag"
370,Value-Based,22,CS,10,Can you return a list of class 22 symbols tags beginning with CS?,"['CS-24', 'CS-57', 'CS-15', 'CS-30', 'CS-79', 'CS-68']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
370,Value-Based,4,GH,7,Fetch all class 4 symbols tags that is prefix with GH,"['GH-46409', 'GH-21410', 'GH-54710', 'GH-77845']","MATCH (s:Symbol) 
WHERE s.class = 4 AND s.tag STARTS WITH GH 
RETURN s.tag"
370,Value-Based,25,ERV,13,Find all tags of 25 symbols that begin with ERV,"['ERV-5-38', 'ERV-5-22', 'ERV-5-42', 'ERV-7-04']","MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
370,Value-Based,22,CS,10,Can you return a list of class 22 symbols tags beginning with CS?,"['CS-24', 'CS-57', 'CS-15', 'CS-30', 'CS-79', 'CS-68']","MATCH (s:Symbol) 
WHERE s.class = 22 AND s.tag STARTS WITH CS 
RETURN s.tag"
370,Value-Based,30,STA,17,Return all tags for symbols of class 30 with tags beginning with STA,"['STA', 'STA', 'STA']","MATCH (s:Symbol) 
WHERE s.class = 30 AND s.tag STARTS WITH STA 
RETURN s.tag"
370,Value-Based,9,QR,14,Can you extract all tags from class 9 symbols having QR in the start?,"['QR-54358', 'QR-38726']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
371,Value-Based,25,ERV,10,Can you return a list of class 25 symbols tags beginning with ERV?,['ERV-6-43'],"MATCH (s:Symbol) 
WHERE s.class = 25 AND s.tag STARTS WITH ERV 
RETURN s.tag"
371,Value-Based,9,QR,15,List the tags for 9 symbols whose tags start from QR,"['QR-65694', 'QR-19661', 'QR-24523', 'QR-12425', 'QR-65828']","MATCH (s:Symbol) 
WHERE s.class = 9 AND s.tag STARTS WITH QR 
RETURN s.tag"
371,Value-Based,14,CV,4,List all tag for symbols classified as 14 that have CV in the start,"['CV-47835', 'CV-62387', 'CV-03335', 'CV-15989', 'CV-05383']","MATCH (s:Symbol) 
WHERE s.class = 14 AND s.tag STARTS WITH CV 
RETURN s.tag"
371,Value-Based,15,DV,13,Find all tags of 15 symbols that begin with DV,"['DV-29007', 'DV-49117', 'DV-94468', 'DV-29236', 'DV-79166', 'DV-22733', 'DV-02369', 'DV-71341']","MATCH (s:Symbol) 
WHERE s.class = 15 AND s.tag STARTS WITH DV 
RETURN s.tag"
371,Value-Based,26,GLR,12,Which tags of class 26 starts with GLR?,,"MATCH (s:Symbol) 
WHERE s.class = 26 AND s.tag STARTS WITH GLR 
RETURN s.tag"
