P&ID_number,Type,Symbol_Class,Q_id,Question,GT,Cypher
435,Count,7,16,How many symbols fall under the category of class 7?,4,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
435,Count,8,2,What is the quantity of symbols in class 8?,3,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
435,Count,9,20,Can you provide the total count of symbols from class 9?,1,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
435,Count,10,5,Can you count the symbols that are in class 10?,4,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
435,Count,11,2,What is the quantity of symbols in class 11?,2,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
435,Count,12,19,How many symbols are there in the category of class 12?,5,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
435,Count,13,8,Can you enumerate the symbols of class 13?,7,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
435,Count,14,7,How many symbols are classified under 14?,1,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
435,Count,15,12,How many 15?,2,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
435,Count,16,7,How many symbols are classified under 16?,4,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
435,Count,17,3,How many symbols are there that belong to the 17 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
435,Count,18,3,How many symbols are there that belong to the 18 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
435,Count,19,10,How many symbols are categorized as 19?,2,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
435,Count,20,2,What is the quantity of symbols in class 20?,1,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
435,Count,21,5,Can you count the symbols that are in class 21?,10,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
435,Count,22,9,What's the total count of symbols from class 22?,6,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
435,Count,23,4,Could you provide the count of symbols in class 23?,3,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
435,Count,24,6,What's the number of symbols that fall under class 24?,1,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
435,Count,25,2,What is the quantity of symbols in class 25?,6,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
435,Count,26,17,Can you tell me the total number of symbols in the class 26?,2,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
435,Count,27,8,Can you enumerate the symbols of class 27?,1,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
435,Count,28,14,Can you provide the number of symbols in class 28?,2,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
435,Count,29,14,Can you provide the number of symbols in class 29?,4,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
435,Count,30,17,Can you tell me the total number of symbols in the class 30?,1,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
435,Count,31,18,How many 31 symbols are there?,2,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
435,Count,32,19,How many symbols are there in the category of class 32?,2,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
436,Count,1,6,What's the number of symbols that fall under class 1?,3,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
436,Count,2,1,Can you tell me how many symbols are there in the 2 class?,5,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
436,Count,3,19,How many symbols are there in the category of class 3?,4,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
436,Count,4,7,How many symbols are classified under 4?,2,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
436,Count,5,15,What's the count of symbols that are classified as 5?,1,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
436,Count,6,13,What is the count of 6?,3,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
436,Count,7,6,What's the number of symbols that fall under class 7?,5,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
436,Count,8,4,Could you provide the count of symbols in class 8?,2,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
436,Count,9,2,What is the quantity of symbols in class 9?,1,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
436,Count,10,19,How many symbols are there in the category of class 10?,2,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
436,Count,11,3,How many symbols are there that belong to the 11 class?,4,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
436,Count,12,10,How many symbols are categorized as 12?,5,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
436,Count,13,8,Can you enumerate the symbols of class 13?,2,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
436,Count,14,13,What is the count of 14?,3,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
436,Count,15,10,How many symbols are categorized as 15?,1,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
436,Count,16,17,Can you tell me the total number of symbols in the class 16?,3,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
436,Count,17,12,How many 17?,3,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
436,Count,18,9,What's the total count of symbols from class 18?,2,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
436,Count,19,4,Could you provide the count of symbols in class 19?,0,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
436,Count,20,7,How many symbols are classified under 20?,1,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
436,Count,21,13,What is the count of 21?,10,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
436,Count,22,6,What's the number of symbols that fall under class 22?,2,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
436,Count,23,14,Can you provide the number of symbols in class 23?,8,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
436,Count,24,6,What's the number of symbols that fall under class 24?,2,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
436,Count,25,6,What's the number of symbols that fall under class 25?,3,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
436,Count,26,15,What's the count of symbols that are classified as 26?,3,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
436,Count,27,13,What is the count of 27?,6,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
436,Count,28,20,Can you provide the total count of symbols from class 28?,4,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
436,Count,29,20,Can you provide the total count of symbols from class 29?,4,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
436,Count,30,6,What's the number of symbols that fall under class 30?,1,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
436,Count,31,1,Can you tell me how many symbols are there in the 31 class?,6,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
436,Count,32,9,What's the total count of symbols from class 32?,3,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
437,Count,1,17,Can you tell me the total number of symbols in the class 1?,2,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
437,Count,2,12,How many 2?,4,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
437,Count,3,14,Can you provide the number of symbols in class 3?,5,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
437,Count,4,3,How many symbols are there that belong to the 4 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
437,Count,5,5,Can you count the symbols that are in class 5?,3,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
437,Count,6,15,What's the count of symbols that are classified as 6?,1,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
437,Count,7,18,How many 7 symbols are there?,3,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
437,Count,8,10,How many symbols are categorized as 8?,6,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
437,Count,9,13,What is the count of 9?,2,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
437,Count,10,3,How many symbols are there that belong to the 10 class?,1,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
437,Count,11,13,What is the count of 11?,7,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
437,Count,12,19,How many symbols are there in the category of class 12?,1,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
437,Count,13,5,Can you count the symbols that are in class 13?,3,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
437,Count,14,8,Can you enumerate the symbols of class 14?,0,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
437,Count,15,9,What's the total count of symbols from class 15?,2,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
437,Count,16,10,How many symbols are categorized as 16?,8,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
437,Count,17,18,How many 17 symbols are there?,2,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
437,Count,18,9,What's the total count of symbols from class 18?,8,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
437,Count,19,8,Can you enumerate the symbols of class 19?,4,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
437,Count,20,17,Can you tell me the total number of symbols in the class 20?,5,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
437,Count,21,8,Can you enumerate the symbols of class 21?,8,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
437,Count,22,1,Can you tell me how many symbols are there in the 22 class?,0,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
437,Count,23,15,What's the count of symbols that are classified as 23?,2,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
437,Count,24,9,What's the total count of symbols from class 24?,4,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
437,Count,25,15,What's the count of symbols that are classified as 25?,2,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
437,Count,26,10,How many symbols are categorized as 26?,9,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
437,Count,27,14,Can you provide the number of symbols in class 27?,4,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
437,Count,28,9,What's the total count of symbols from class 28?,4,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
437,Count,29,19,How many symbols are there in the category of class 29?,6,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
437,Count,30,17,Can you tell me the total number of symbols in the class 30?,4,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
437,Count,31,6,What's the number of symbols that fall under class 31?,7,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
437,Count,32,6,What's the number of symbols that fall under class 32?,2,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
438,Count,1,7,How many symbols are classified under 1?,4,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
438,Count,2,9,What's the total count of symbols from class 2?,2,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
438,Count,3,19,How many symbols are there in the category of class 3?,2,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
438,Count,4,8,Can you enumerate the symbols of class 4?,2,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
438,Count,5,6,What's the number of symbols that fall under class 5?,4,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
438,Count,6,18,How many 6 symbols are there?,2,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
438,Count,7,20,Can you provide the total count of symbols from class 7?,2,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
438,Count,8,8,Can you enumerate the symbols of class 8?,4,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
438,Count,9,17,Can you tell me the total number of symbols in the class 9?,1,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
438,Count,10,16,How many symbols fall under the category of class 10?,4,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
438,Count,11,19,How many symbols are there in the category of class 11?,2,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
438,Count,12,3,How many symbols are there that belong to the 12 class?,4,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
438,Count,13,16,How many symbols fall under the category of class 13?,4,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
438,Count,14,16,How many symbols fall under the category of class 14?,3,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
438,Count,15,1,Can you tell me how many symbols are there in the 15 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
438,Count,16,9,What's the total count of symbols from class 16?,5,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
438,Count,17,1,Can you tell me how many symbols are there in the 17 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
438,Count,18,20,Can you provide the total count of symbols from class 18?,6,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
438,Count,19,8,Can you enumerate the symbols of class 19?,1,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
438,Count,20,12,How many 20?,1,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
438,Count,21,17,Can you tell me the total number of symbols in the class 21?,11,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
438,Count,22,12,How many 22?,2,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
438,Count,23,10,How many symbols are categorized as 23?,2,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
438,Count,24,13,What is the count of 24?,2,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
438,Count,25,2,What is the quantity of symbols in class 25?,3,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
438,Count,26,1,Can you tell me how many symbols are there in the 26 class?,0,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
438,Count,27,17,Can you tell me the total number of symbols in the class 27?,5,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
438,Count,28,17,Can you tell me the total number of symbols in the class 28?,2,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
438,Count,29,12,How many 29?,2,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
438,Count,30,15,What's the count of symbols that are classified as 30?,0,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
438,Count,31,6,What's the number of symbols that fall under class 31?,4,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
438,Count,32,12,How many 32?,6,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
439,Count,1,10,How many symbols are categorized as 1?,5,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
439,Count,2,13,What is the count of 2?,3,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
439,Count,3,11,What is the number of symbols in 3?,4,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
439,Count,4,19,How many symbols are there in the category of class 4?,1,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
439,Count,5,16,How many symbols fall under the category of class 5?,6,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
439,Count,6,14,Can you provide the number of symbols in class 6?,4,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
439,Count,7,15,What's the count of symbols that are classified as 7?,3,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
439,Count,8,5,Can you count the symbols that are in class 8?,1,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
439,Count,9,15,What's the count of symbols that are classified as 9?,4,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
439,Count,10,9,What's the total count of symbols from class 10?,2,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
439,Count,11,3,How many symbols are there that belong to the 11 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
439,Count,12,6,What's the number of symbols that fall under class 12?,10,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
439,Count,13,14,Can you provide the number of symbols in class 13?,4,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
439,Count,14,6,What's the number of symbols that fall under class 14?,4,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
439,Count,15,7,How many symbols are classified under 15?,2,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
439,Count,16,10,How many symbols are categorized as 16?,2,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
439,Count,17,19,How many symbols are there in the category of class 17?,3,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
439,Count,18,9,What's the total count of symbols from class 18?,3,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
439,Count,19,6,What's the number of symbols that fall under class 19?,1,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
439,Count,20,15,What's the count of symbols that are classified as 20?,3,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
439,Count,21,7,How many symbols are classified under 21?,8,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
439,Count,22,4,Could you provide the count of symbols in class 22?,3,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
439,Count,23,16,How many symbols fall under the category of class 23?,3,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
439,Count,24,19,How many symbols are there in the category of class 24?,6,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
439,Count,25,9,What's the total count of symbols from class 25?,6,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
439,Count,26,5,Can you count the symbols that are in class 26?,2,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
439,Count,27,19,How many symbols are there in the category of class 27?,0,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
439,Count,28,16,How many symbols fall under the category of class 28?,2,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
439,Count,29,10,How many symbols are categorized as 29?,3,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
439,Count,30,5,Can you count the symbols that are in class 30?,2,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
439,Count,31,14,Can you provide the number of symbols in class 31?,2,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
439,Count,32,9,What's the total count of symbols from class 32?,5,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
440,Count,1,10,How many symbols are categorized as 1?,2,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
440,Count,2,17,Can you tell me the total number of symbols in the class 2?,5,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
440,Count,3,10,How many symbols are categorized as 3?,2,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
440,Count,4,17,Can you tell me the total number of symbols in the class 4?,1,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
440,Count,5,17,Can you tell me the total number of symbols in the class 5?,2,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
440,Count,6,9,What's the total count of symbols from class 6?,6,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
440,Count,7,10,How many symbols are categorized as 7?,3,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
440,Count,8,8,Can you enumerate the symbols of class 8?,6,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
440,Count,9,6,What's the number of symbols that fall under class 9?,2,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
440,Count,10,2,What is the quantity of symbols in class 10?,2,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
440,Count,11,11,What is the number of symbols in 11?,4,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
440,Count,12,3,How many symbols are there that belong to the 12 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
440,Count,13,10,How many symbols are categorized as 13?,5,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
440,Count,14,11,What is the number of symbols in 14?,1,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
440,Count,15,11,What is the number of symbols in 15?,3,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
440,Count,16,5,Can you count the symbols that are in class 16?,4,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
440,Count,17,4,Could you provide the count of symbols in class 17?,2,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
440,Count,18,13,What is the count of 18?,2,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
440,Count,19,15,What's the count of symbols that are classified as 19?,5,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
440,Count,20,6,What's the number of symbols that fall under class 20?,2,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
440,Count,21,12,How many 21?,9,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
440,Count,22,11,What is the number of symbols in 22?,3,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
440,Count,23,6,What's the number of symbols that fall under class 23?,1,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
440,Count,24,20,Can you provide the total count of symbols from class 24?,2,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
440,Count,25,2,What is the quantity of symbols in class 25?,6,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
440,Count,26,1,Can you tell me how many symbols are there in the 26 class?,4,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
440,Count,27,8,Can you enumerate the symbols of class 27?,3,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
440,Count,28,17,Can you tell me the total number of symbols in the class 28?,1,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
440,Count,29,3,How many symbols are there that belong to the 29 class?,2,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
440,Count,30,18,How many 30 symbols are there?,3,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
440,Count,31,7,How many symbols are classified under 31?,4,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
440,Count,32,3,How many symbols are there that belong to the 32 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
441,Count,1,19,How many symbols are there in the category of class 1?,4,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
441,Count,2,8,Can you enumerate the symbols of class 2?,0,"MATCH (s:Symbol) 
WHERE s.class = 2 
RETURN count(s)"
441,Count,3,13,What is the count of 3?,1,"MATCH (s:Symbol) 
WHERE s.class = 3 
RETURN count(s)"
441,Count,4,4,Could you provide the count of symbols in class 4?,1,"MATCH (s:Symbol) 
WHERE s.class = 4 
RETURN count(s)"
441,Count,5,1,Can you tell me how many symbols are there in the 5 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 5 
RETURN count(s)"
441,Count,6,13,What is the count of 6?,5,"MATCH (s:Symbol) 
WHERE s.class = 6 
RETURN count(s)"
441,Count,7,12,How many 7?,3,"MATCH (s:Symbol) 
WHERE s.class = 7 
RETURN count(s)"
441,Count,8,7,How many symbols are classified under 8?,0,"MATCH (s:Symbol) 
WHERE s.class = 8 
RETURN count(s)"
441,Count,9,3,How many symbols are there that belong to the 9 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 9 
RETURN count(s)"
441,Count,10,4,Could you provide the count of symbols in class 10?,4,"MATCH (s:Symbol) 
WHERE s.class = 10 
RETURN count(s)"
441,Count,11,14,Can you provide the number of symbols in class 11?,3,"MATCH (s:Symbol) 
WHERE s.class = 11 
RETURN count(s)"
441,Count,12,18,How many 12 symbols are there?,1,"MATCH (s:Symbol) 
WHERE s.class = 12 
RETURN count(s)"
441,Count,13,19,How many symbols are there in the category of class 13?,4,"MATCH (s:Symbol) 
WHERE s.class = 13 
RETURN count(s)"
441,Count,14,19,How many symbols are there in the category of class 14?,3,"MATCH (s:Symbol) 
WHERE s.class = 14 
RETURN count(s)"
441,Count,15,10,How many symbols are categorized as 15?,1,"MATCH (s:Symbol) 
WHERE s.class = 15 
RETURN count(s)"
441,Count,16,4,Could you provide the count of symbols in class 16?,2,"MATCH (s:Symbol) 
WHERE s.class = 16 
RETURN count(s)"
441,Count,17,13,What is the count of 17?,4,"MATCH (s:Symbol) 
WHERE s.class = 17 
RETURN count(s)"
441,Count,18,1,Can you tell me how many symbols are there in the 18 class?,3,"MATCH (s:Symbol) 
WHERE s.class = 18 
RETURN count(s)"
441,Count,19,11,What is the number of symbols in 19?,3,"MATCH (s:Symbol) 
WHERE s.class = 19 
RETURN count(s)"
441,Count,20,2,What is the quantity of symbols in class 20?,7,"MATCH (s:Symbol) 
WHERE s.class = 20 
RETURN count(s)"
441,Count,21,14,Can you provide the number of symbols in class 21?,13,"MATCH (s:Symbol) 
WHERE s.class = 21 
RETURN count(s)"
441,Count,22,17,Can you tell me the total number of symbols in the class 22?,3,"MATCH (s:Symbol) 
WHERE s.class = 22 
RETURN count(s)"
441,Count,23,8,Can you enumerate the symbols of class 23?,1,"MATCH (s:Symbol) 
WHERE s.class = 23 
RETURN count(s)"
441,Count,24,13,What is the count of 24?,1,"MATCH (s:Symbol) 
WHERE s.class = 24 
RETURN count(s)"
441,Count,25,15,What's the count of symbols that are classified as 25?,2,"MATCH (s:Symbol) 
WHERE s.class = 25 
RETURN count(s)"
441,Count,26,7,How many symbols are classified under 26?,2,"MATCH (s:Symbol) 
WHERE s.class = 26 
RETURN count(s)"
441,Count,27,5,Can you count the symbols that are in class 27?,3,"MATCH (s:Symbol) 
WHERE s.class = 27 
RETURN count(s)"
441,Count,28,19,How many symbols are there in the category of class 28?,0,"MATCH (s:Symbol) 
WHERE s.class = 28 
RETURN count(s)"
441,Count,29,4,Could you provide the count of symbols in class 29?,3,"MATCH (s:Symbol) 
WHERE s.class = 29 
RETURN count(s)"
441,Count,30,3,How many symbols are there that belong to the 30 class?,1,"MATCH (s:Symbol) 
WHERE s.class = 30 
RETURN count(s)"
441,Count,31,12,How many 31?,3,"MATCH (s:Symbol) 
WHERE s.class = 31 
RETURN count(s)"
441,Count,32,11,What is the number of symbols in 32?,3,"MATCH (s:Symbol) 
WHERE s.class = 32 
RETURN count(s)"
442,Count,1,16,How many symbols fall under the category of class 1?,2,"MATCH (s:Symbol) 
WHERE s.class = 1 
RETURN count(s)"
